left_descents,right_descents,total,changed,percentage_changed,avg_abs_mass_at_one,avg_support_size,avg_monomial_complexity,avg_max_bruhat_depth,avg_weighted_abs_degree_mass,type,family,rank,prime
4,4,2433,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
4,5,262,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
5,2,16,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
5,3,117,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
5,4,262,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
5,5,135,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
6,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,D6,D,6,3
0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,E6,E,6,2
1,1,232,69,29.7413793103,40.536231884,35.5507246377,36.7826086957,9.62318840579,2.46376811594,E6,E,6,2
1,2,584,199,34.0753424658,12.9547738694,12.1909547739,12.4422110553,8.35175879397,0.502512562814,E6,E,6,2
1,3,389,211,54.2416452442,11.8436018957,10.691943128,11.1658767772,7.70616113744,0.947867298578,E6,E,6,2
1,4,64,53,82.8125,5.92452830189,5.62264150944,5.92452830189,6.90566037736,0.603773584906,E6,E,6,2
1,5,3,3,100.0,10.0,8.66666666667,10.0,8.0,2.66666666667,E6,E,6,2
2,1,584,199,34.0753424658,12.9547738694,12.1909547739,12.4422110553,8.35175879397,0.502512562814,E6,E,6,2
2,2,4785,771,16.1128526646,5.56290531777,5.4747081712,5.4850843061,8.15564202334,0.0207522697795,E6,E,6,2
2,3,5440,967,17.7757352941,3.74767321613,3.64529472596,3.69079627715,7.56566701137,0.0910031023785,E6,E,6,2
2,4,1310,397,30.3053435115,2.48866498741,2.48866498741,2.48866498741,6.76070528967,0.0,E6,E,6,2
2,5,64,36,56.25,1.47222222222,1.47222222222,1.47222222222,5.05555555555,0.0,E6,E,6,2
3,1,389,211,54.2416452442,11.8436018957,10.691943128,11.1658767772,7.70616113744,0.947867298578,E6,E,6,2
3,2,5440,967,17.7757352941,3.74767321613,3.64529472596,3.69079627715,7.56566701137,0.0910031023785,E6,E,6,2
3,3,13270,1498,11.2886209495,3.07076101469,2.92723631509,3.01001335113,7.37783711615,0.165554072096,E6,E,6,2
3,4,5440,694,12.7573529412,1.8530259366,1.82997118156,1.8530259366,6.61095100865,0.0461095100865,E6,E,6,2
3,5,389,65,16.7095115681,1.63076923077,1.56923076923,1.63076923077,6.03076923077,0.123076923077,E6,E,6,2
4,1,64,53,82.8125,5.92452830189,5.62264150944,5.92452830189,6.90566037736,0.603773584906,E6,E,6,2
4,2,1310,397,30.3053435115,2.48866498741,2.48866498741,2.48866498741,6.76070528967,0.0,E6,E,6,2
4,3,5440,694,12.7573529412,1.8530259366,1.82997118156,1.8530259366,6.61095100865,0.0461095100865,E6,E,6,2
4,4,4785,507,10.5956112853,1.49506903353,1.49506903353,1.49506903353,5.94477317554,0.0,E6,E,6,2
4,5,584,61,10.4452054795,1.13114754098,1.13114754098,1.13114754098,5.54098360656,0.0,E6,E,6,2
5,1,3,3,100.0,10.0,8.66666666667,10.0,8.0,2.66666666667,E6,E,6,2
5,2,64,36,56.25,1.47222222222,1.47222222222,1.47222222222,5.05555555555,0.0,E6,E,6,2
5,3,389,65,16.7095115681,1.63076923077,1.56923076923,1.63076923077,6.03076923077,0.123076923077,E6,E,6,2
5,4,584,61,10.4452054795,1.13114754098,1.13114754098,1.13114754098,5.54098360656,0.0,E6,E,6,2
5,5,232,26,11.2068965517,1.07692307692,1.07692307692,1.07692307692,6.0,0.0,E6,E,6,2
6,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,E6,E,6,2
0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,E6,E,6,3
1,1,232,18,7.75862068965,17.1111111111,16.3888888889,16.3888888889,11.5555555556,0.0,E6,E,6,3
1,2,584,43,7.36301369863,4.97674418605,4.86046511628,4.86046511628,9.44186046511,0.0,E6,E,6,3
1,3,389,46,11.8251928021,3.26086956522,3.21739130435,3.21739130435,8.39130434782,0.0,E6,E,6,3
1,4,64,4,6.25,1.0,1.0,1.0,6.0,0.0,E6,E,6,3
1,5,3,2,66.6666666666,1.0,1.0,1.0,6.0,0.0,E6,E,6,3
2,1,584,43,7.36301369863,4.97674418605,4.86046511628,4.86046511628,9.44186046511,0.0,E6,E,6,3
2,2,4785,140,2.92580982236,2.42142857143,2.40714285714,2.40714285714,9.89999999999,0.0,E6,E,6,3
2,3,5440,143,2.62867647059,1.75524475524,1.74825174825,1.74825174825,8.51748251748,0.0,E6,E,6,3
2,4,1310,27,2.06106870229,1.55555555555,1.55555555555,1.55555555555,8.5925925926,0.0,E6,E,6,3
2,5,64,5,7.8125,1.2,1.2,1.2,7.2,0.0,E6,E,6,3
3,1,389,46,11.8251928021,3.26086956522,3.21739130435,3.21739130435,8.39130434782,0.0,E6,E,6,3
3,2,5440,143,2.62867647059,1.75524475524,1.74825174825,1.74825174825,8.51748251748,0.0,E6,E,6,3
3,3,13270,202,1.52223059533,1.22277227723,1.21782178218,1.21782178218,6.71287128713,0.0,E6,E,6,3
3,4,5440,37,0.680147058823,1.08108108108,1.08108108108,1.08108108108,7.08108108108,0.0,E6,E,6,3
3,5,389,17,4.37017994859,1.05882352941,1.05882352941,1.05882352941,6.47058823529,0.0,E6,E,6,3
4,1,64,4,6.25,1.0,1.0,1.0,6.0,0.0,E6,E,6,3
4,2,1310,27,2.06106870229,1.55555555555,1.55555555555,1.55555555555,8.5925925926,0.0,E6,E,6,3
4,3,5440,37,0.680147058823,1.08108108108,1.08108108108,1.08108108108,7.08108108108,0.0,E6,E,6,3
4,4,4785,11,0.229885057471,1.0,1.0,1.0,6.18181818182,0.0,E6,E,6,3
4,5,584,3,0.513698630137,1.0,1.0,1.0,6.66666666666,0.0,E6,E,6,3
5,1,3,2,66.6666666666,1.0,1.0,1.0,6.0,0.0,E6,E,6,3
5,2,64,5,7.8125,1.2,1.2,1.2,7.2,0.0,E6,E,6,3
5,3,389,17,4.37017994859,1.05882352941,1.05882352941,1.05882352941,6.47058823529,0.0,E6,E,6,3
5,4,584,3,0.513698630137,1.0,1.0,1.0,6.66666666666,0.0,E6,E,6,3
5,5,232,3,1.29310344828,1.0,1.0,1.0,6.66666666666,0.0,E6,E,6,3
6,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,E6,E,6,3
0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,F4,F,4,2
1,1,108,57,52.7777777778,11.5087719298,8.71929824562,9.66666666667,5.38596491228,2.0701754386,F4,F,4,2
1,2,112,67,59.8214285714,5.10447761194,4.32835820896,4.85074626865,4.97014925373,1.0447761194,F4,F,4,2
1,3,16,11,68.75,5.0,4.27272727273,4.81818181818,6.72727272727,1.09090909091,F4,F,4,2
2,1,112,67,59.8214285714,5.10447761194,4.32835820896,4.85074626865,4.97014925373,1.0447761194,F4,F,4,2
2,2,454,262,57.7092511013,3.36259541985,2.57633587786,3.27099236641,5.7786259542,1.47328244275,F4,F,4,2
2,3,112,65,58.0357142857,2.32307692308,1.76923076923,2.26153846154,4.52307692308,1.04615384615,F4,F,4,2
3,1,16,11,68.75,5.0,4.27272727273,4.81818181818,6.72727272727,1.09090909091,F4,F,4,2
3,2,112,65,58.0357142857,2.32307692308,1.76923076923,2.26153846154,4.52307692308,1.04615384615,F4,F,4,2
3,3,108,27,25.0,2.14814814815,1.40740740741,2.11111111111,4.88888888889,2.0,F4,F,4,2
4,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,F4,F,4,2
0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,F4,F,4,3
1,1,108,8,7.40740740741,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
1,2,112,8,7.14285714286,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
1,3,16,8,50.0,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
2,1,112,8,7.14285714286,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
2,2,454,8,1.76211453745,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
2,3,112,8,7.14285714286,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
3,1,16,8,50.0,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
3,2,112,8,7.14285714286,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
3,3,108,8,7.40740740741,1.0,1.0,1.0,5.0,0.0,F4,F,4,3
4,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,F4,F,4,3
0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,G2,G,2,2
1,1,10,4,40.0,1.0,1.0,1.0,3.0,0.0,G2,G,2,2
2,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,G2,G,2,2
0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,G2,G,2,3
1,1,10,2,20.0,1.0,1.0,1.0,2.0,0.0,G2,G,2,3
2,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,G2,G,2,3
