ell,total,changed,percentage_changed,avg_support_size,max_support_size,avg_signed_mass_at_one,max_signed_mass_at_one,avg_abs_mass_at_one,max_abs_mass_at_one,avg_monomial_complexity,max_monomial_complexity,avg_max_abs_degree,max_max_abs_degree,avg_max_bruhat_depth,max_max_bruhat_depth,avg_degree_zero_ratio,degree_zero_only,genuinely_graded,avg_avg_abs_degree,max_avg_abs_degree,avg_weighted_abs_degree_mass,max_weighted_abs_degree_mass,mild,moderate,wild,type,family,rank,prime
15,2832,3,0.10593220339,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,8.0,8,1.0,3,0,0.0,0.0,0.0,0,3,0,0,B6,B,6,3
16,3037,4,0.13170892328,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,8.0,8,1.0,4,0,0.0,0.0,0.0,0,4,0,0,B6,B,6,3
17,3166,8,0.252684775742,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,8.25,10,1.0,8,0,0.0,0.0,0.0,0,8,0,0,B6,B,6,3
18,3210,8,0.249221183801,1.5,2,1.5,2,1.5,2,1.5,2,0.0,0,9.0,10,1.0,8,0,0.0,0.0,0.0,0,4,4,0,B6,B,6,3
19,3166,8,0.252684775742,1.375,4,1.375,4,1.375,4,1.375,4,0.0,0,9.25,12,1.0,8,0,0.0,0.0,0.0,0,7,1,0,B6,B,6,3
20,3037,19,0.625617385578,1.21052631579,2,1.21052631579,2,1.21052631579,2,1.21052631579,2,0.0,0,9.15789473684,12,1.0,19,0,0.0,0.0,0.0,0,15,4,0,B6,B,6,3
21,2832,23,0.812146892656,1.52173913043,3,1.52173913043,3,1.52173913043,3,1.52173913043,3,0.0,0,9.56521739131,12,1.0,23,0,0.0,0.0,0.0,0,13,10,0,B6,B,6,3
22,2565,24,0.93567251462,1.875,6,1.91666666667,7,1.91666666667,7,1.875,6,0.0,0,9.58333333333,12,1.0,24,0,0.0,0.0,0.0,0,15,6,3,B6,B,6,3
23,2254,26,1.15350488021,1.76923076923,10,1.84615384615,11,1.84615384615,11,1.76923076923,10,0.0,0,9.23076923077,12,1.0,26,0,0.0,0.0,0.0,0,22,2,2,B6,B,6,3
24,1919,31,1.61542470037,1.8064516129,17,1.83870967742,18,1.83870967742,18,1.8064516129,17,0.0,0,10.1290322581,14,1.0,31,0,0.0,0.0,0.0,0,21,9,1,B6,B,6,3
25,1580,23,1.45569620253,1.4347826087,2,1.4347826087,2,1.4347826087,2,1.4347826087,2,0.0,0,10.6086956522,12,1.0,23,0,0.0,0.0,0.0,0,13,10,0,B6,B,6,3
26,1255,16,1.27490039841,1.75,4,1.75,4,1.75,4,1.75,4,0.0,0,10.75,14,1.0,16,0,0.0,0.0,0.0,0,8,8,0,B6,B,6,3
27,958,10,1.04384133612,1.5,4,1.5,4,1.5,4,1.5,4,0.0,0,9.8,12,1.0,10,0,0.0,0.0,0.0,0,7,3,0,B6,B,6,3
28,699,8,1.14449213162,1.25,2,1.25,2,1.25,2,1.25,2,0.0,0,9.5,12,1.0,8,0,0.0,0.0,0.0,0,6,2,0,B6,B,6,3
29,484,3,0.619834710744,1.66666666667,2,1.66666666667,2,1.66666666667,2,1.66666666667,2,0.0,0,10.0,12,1.0,3,0,0.0,0.0,0.0,0,1,2,0,B6,B,6,3
30,315,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
31,190,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
32,104,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
33,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
34,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
35,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
36,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,B6,B,6,3
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C2,C,2,2
1,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C2,C,2,2
2,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C2,C,2,2
3,2,1,50.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C2,C,2,2
4,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C2,C,2,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C3,C,3,2
1,3,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C3,C,3,2
2,5,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C3,C,3,2
3,7,1,14.2857142857,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C3,C,3,2
4,8,2,25.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,2,0,0.0,0.0,0.0,0,2,0,0,C3,C,3,2
5,8,3,37.5,1.33333333333,2,1.33333333333,2,1.33333333333,2,1.33333333333,2,0.0,0,2.66666666667,4,1.0,3,0,0.0,0.0,0.0,0,2,1,0,C3,C,3,2
6,7,3,42.8571428572,1.0,1,1.33333333333,2,1.33333333333,2,1.33333333333,2,0.333333333333,1,2.33333333333,3,0.666666666667,2,1,0.333333333333,1.0,0.666666666667,2,2,1,0,C3,C,3,2
7,5,1,20.0,3.0,3,3.0,3,3.0,3,3.0,3,0.0,0,4.0,4,1.0,1,0,0.0,0.0,0.0,0,0,1,0,C3,C,3,2
8,3,1,33.3333333333,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C3,C,3,2
9,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C3,C,3,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C4,C,4,2
1,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C4,C,4,2
2,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C4,C,4,2
3,16,1,6.25,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C4,C,4,2
4,24,3,12.5,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,3,0,0.0,0.0,0.0,0,3,0,0,C4,C,4,2
5,32,7,21.875,1.14285714286,2,1.14285714286,2,1.14285714286,2,1.14285714286,2,0.0,0,2.28571428571,4,1.0,7,0,0.0,0.0,0.0,0,6,1,0,C4,C,4,2
6,39,12,30.7692307692,1.16666666667,2,1.25,2,1.25,2,1.25,2,0.0833333333334,1,2.41666666667,4,0.916666666667,11,1,0.0833333333334,1.0,0.166666666667,2,9,3,0,C4,C,4,2
7,44,16,36.3636363636,1.5,3,1.625,3,1.625,3,1.625,3,0.125,1,3.0,6,0.875,14,2,0.125,1.0,0.25,2,8,8,0,C4,C,4,2
8,46,18,39.1304347826,1.61111111111,3,1.83333333333,3,1.83333333333,3,1.83333333333,3,0.222222222222,1,3.0,5,0.796296296297,14,4,0.203703703704,1.0,0.444444444444,2,8,10,0,C4,C,4,2
9,44,17,38.6363636364,2.0,5,2.35294117647,5,2.35294117647,5,2.35294117647,5,0.235294117647,1,3.29411764706,6,0.764705882353,13,4,0.235294117647,1.0,0.705882352941,4,8,9,0,C4,C,4,2
10,39,14,35.8974358974,2.42857142857,8,2.71428571429,8,2.71428571429,8,2.71428571429,8,0.285714285714,2,3.28571428571,6,0.809523809525,11,3,0.238095238095,1.33333333333,0.571428571428,4,6,6,2,C4,C,4,2
11,32,13,40.625,2.61538461538,14,3.0,15,3.0,15,3.0,15,0.230769230769,1,3.53846153846,8,0.866666666667,10,3,0.133333333333,0.8,0.76923076923,4,8,4,1,C4,C,4,2
12,24,10,41.6666666667,2.4,7,2.9,8,2.9,8,2.8,7,0.2,2,4.2,6,0.925,9,1,0.1,1.0,0.8,8,5,3,2,C4,C,4,2
13,16,5,31.25,2.8,3,3.2,4,3.2,4,3.2,4,0.2,1,5.4,7,0.8,4,1,0.2,1.0,0.8,4,0,5,0,C4,C,4,2
14,9,2,22.2222222222,4.0,7,4.0,7,4.0,7,4.0,7,0.0,0,5.0,8,1.0,2,0,0.0,0.0,0.0,0,1,0,1,C4,C,4,2
15,4,1,25.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C4,C,4,2
16,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C4,C,4,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C5,C,5,2
1,5,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C5,C,5,2
2,14,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C5,C,5,2
3,30,1,3.33333333333,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C5,C,5,2
4,54,4,7.40740740741,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,4,0,0.0,0.0,0.0,0,4,0,0,C5,C,5,2
5,86,11,12.7906976744,1.09090909091,2,1.09090909091,2,1.09090909091,2,1.09090909091,2,0.0,0,2.18181818182,4,1.0,11,0,0.0,0.0,0.0,0,10,1,0,C5,C,5,2
6,125,24,19.2,1.125,2,1.16666666667,2,1.16666666667,2,1.16666666667,2,0.0416666666667,1,2.29166666667,4,0.958333333333,23,1,0.0416666666667,1.0,0.0833333333334,2,20,4,0,C5,C,5,2
7,169,43,25.4437869822,1.27906976744,3,1.3488372093,3,1.3488372093,3,1.3488372093,3,0.0697674418604,1,2.58139534884,6,0.930232558139,40,3,0.0697674418604,1.0,0.139534883721,2,30,13,0,C5,C,5,2
8,215,67,31.1627906977,1.41791044776,3,1.53731343284,3,1.53731343284,3,1.53731343284,3,0.119402985075,1,2.80597014925,6,0.885572139303,59,8,0.114427860697,1.0,0.238805970149,2,39,28,0,C5,C,5,2
9,259,92,35.5212355212,1.65217391304,5,1.83695652174,5,1.83695652174,5,1.83695652174,5,0.163043478261,1,3.07608695652,8,0.84420289855,77,15,0.155797101449,1.0,0.369565217391,4,47,45,0,C5,C,5,2
10,297,114,38.3838383838,1.93859649123,8,2.19298245614,8,2.19298245614,8,2.19298245614,8,0.219298245614,2,3.30701754386,7,0.805555555556,90,24,0.200292397661,1.33333333333,0.508771929824,4,50,62,2,C5,C,5,2
11,325,131,40.3076923077,2.30534351145,14,2.6641221374,15,2.6641221374,15,2.6641221374,15,0.251908396946,2,3.64885496183,8,0.786259541985,100,31,0.223918575064,1.33333333333,0.717557251908,4,51,71,9,C5,C,5,2
12,340,142,41.7647058823,2.71126760563,14,3.16901408451,15,3.16901408451,15,3.16197183098,15,0.281690140845,2,4.02816901408,8,0.795422535211,107,35,0.223943661972,1.33333333333,0.901408450704,8,56,66,20,C5,C,5,2
13,340,145,42.6470588236,3.22068965517,21,3.78620689655,23,3.78620689655,23,3.76551724138,23,0.31724137931,2,4.35862068966,10,0.802707434162,107,38,0.224648887677,1.33333333333,1.08965517241,12,59,60,26,C5,C,5,2
14,325,144,44.3076923077,3.625,31,4.3125,35,4.3125,35,4.26388888889,34,0.319444444444,2,4.69444444445,10,0.824553571429,106,38,0.204298941799,1.33333333333,1.27777777778,14,61,43,40,C5,C,5,2
15,297,137,46.127946128,4.14598540146,55,4.99270072993,63,4.99270072993,63,4.92700729927,62,0.306569343066,3,5.16058394161,12,0.831844583069,103,34,0.192012338599,2.0,1.57664233577,14,48,64,25,C5,C,5,2
16,259,122,47.1042471043,4.31967213115,35,5.38524590164,38,5.38524590164,38,5.22131147541,37,0.311475409836,2,5.55737704918,12,0.840999956496,95,27,0.183977542699,1.14285714286,1.80327868853,28,43,49,30,C5,C,5,2
17,215,96,44.6511627907,4.80208333334,56,6.11458333334,66,6.11458333334,66,5.84375,62,0.364583333333,3,6.03125,12,0.804676226551,71,25,0.216946248196,1.45454545455,2.29166666667,36,23,43,30,C5,C,5,2
18,169,71,42.0118343195,5.64788732395,96,7.19718309859,132,7.19718309859,132,6.78873239437,115,0.422535211268,4,6.22535211268,14,0.812638397229,51,20,0.220238005573,1.6,2.39436619718,38,20,23,28,C5,C,5,2
19,125,48,38.4,5.47916666666,21,6.875,26,6.875,26,6.6875,23,0.458333333333,3,6.41666666666,12,0.819033673654,32,16,0.217252956383,1.71428571429,2.58333333333,30,15,8,25,C5,C,5,2
20,86,32,37.2093023256,5.4375,34,7.09375,45,7.09375,45,6.71875,41,0.375,2,6.1875,14,0.885049019607,25,7,0.148902894491,1.0,2.5625,16,12,8,12,C5,C,5,2
21,54,18,33.3333333333,4.83333333334,27,6.33333333334,31,6.33333333334,31,5.94444444445,31,0.277777777778,3,6.05555555555,11,0.887372484146,15,3,0.133995037221,1.15384615385,2.55555555555,30,6,5,7,C5,C,5,2
22,30,8,26.6666666667,3.875,15,4.125,15,4.125,15,4.125,15,0.125,1,5.375,12,0.875,7,1,0.125,1.0,0.5,4,2,5,1,C5,C,5,2
23,14,3,21.4285714286,3.0,7,3.0,7,3.0,7,3.0,7,0.0,0,4.0,8,1.0,3,0,0.0,0.0,0.0,0,2,0,1,C5,C,5,2
24,5,1,20.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C5,C,5,2
25,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C5,C,5,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
1,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
2,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
3,50,1,2.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,C6,C,6,2
4,104,5,4.8076923077,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,5,0,0.0,0.0,0.0,0,5,0,0,C6,C,6,2
5,190,16,8.42105263157,1.0625,2,1.0625,2,1.0625,2,1.0625,2,0.0,0,2.125,4,1.0,16,0,0.0,0.0,0.0,0,15,1,0,C6,C,6,2
6,315,40,12.6984126984,1.1,2,1.125,2,1.125,2,1.125,2,0.025,1,2.225,4,0.975,39,1,0.025,1.0,0.05,2,35,5,0,C6,C,6,2
7,484,84,17.3553719008,1.19047619048,3,1.2380952381,3,1.2380952381,3,1.2380952381,3,0.047619047619,1,2.40476190476,6,0.952380952381,80,4,0.047619047619,1.0,0.0952380952381,2,66,18,0,C6,C,6,2
8,699,155,22.1745350501,1.29032258065,3,1.36774193548,3,1.36774193548,3,1.36774193548,3,0.0774193548388,1,2.58064516129,6,0.924731182797,143,12,0.0752688172043,1.0,0.154838709678,2,108,47,0,C6,C,6,2
9,958,257,26.8267223382,1.43190661479,5,1.5486381323,5,1.5486381323,5,1.5486381323,5,0.108949416342,1,2.7859922179,8,0.894941634241,229,28,0.105058365759,1.0,0.233463035019,4,159,98,0,C6,C,6,2
10,1255,389,30.9960159363,1.61953727506,8,1.78149100257,8,1.78149100257,8,1.78149100257,8,0.146529562982,2,3.00514138817,8,0.864181662382,333,56,0.137532133676,1.33333333333,0.323907455013,4,213,174,2,C6,C,6,2
11,1580,547,34.6202531646,1.86654478976,14,2.08957952468,15,2.08957952468,15,2.08957952468,15,0.18281535649,2,3.27056672761,10,0.836075563681,450,97,0.167580743449,1.33333333333,0.446069469835,4,265,271,11,C6,C,6,2
12,1919,722,37.6237623763,2.17313019391,14,2.47229916897,15,2.47229916897,15,2.47091412743,15,0.220221606648,2,3.59002770083,9,0.814104339796,572,150,0.193397968606,1.33333333333,0.595567867036,8,314,365,43,C6,C,6,2
13,2254,903,40.0621118012,2.56367663344,21,2.95681063123,23,2.95681063123,23,2.95238095238,23,0.254706533776,2,3.95127353267,10,0.798865903972,693,210,0.213555653798,1.33333333333,0.777408637874,12,362,446,95,C6,C,6,2
14,2565,1080,42.1052631579,3.025,31,3.53888888889,35,3.53888888889,35,3.52685185185,34,0.287962962963,2,4.30462962963,10,0.792864341889,806,274,0.225643153702,1.33333333333,1.0037037037,14,412,464,204,C6,C,6,2
15,2832,1246,43.9971751412,3.5481540931,55,4.20144462279,63,4.20144462279,63,4.17736757625,62,0.314606741573,3,4.67736757625,12,0.794176389907,912,334,0.229735800096,2.0,1.26003210273,14,452,507,287,C6,C,6,2
16,3037,1396,45.9664142246,4.1217765043,55,4.93982808023,63,4.93982808023,63,4.8946991404,62,0.333094555874,3,5.0759312321,12,0.800817030388,1015,381,0.227642346068,2.0,1.54871060172,28,493,525,378,C6,C,6,2
17,3166,1512,47.7574226153,4.74404761905,80,5.78306878307,92,5.78306878307,92,5.68981481482,91,0.349206349206,3,5.5,14,0.805757239697,1092,420,0.224236349771,2.0,1.91005291005,36,510,568,434,C6,C,6,2
18,3210,1581,49.2523364486,5.50221378874,114,6.84946236559,139,6.84946236559,139,6.67172675522,130,0.371916508539,4,5.97090449083,14,0.808680156803,1134,447,0.222263635255,2.0,2.38203668564,44,480,592,509,C6,C,6,2
19,3166,1595,50.3790271636,6.28902821316,197,8.0238244514,238,8.0238244514,238,7.72225705329,226,0.403134796238,4,6.43009404388,16,0.806890042722,1125,470,0.225196019049,2.0,2.97053291536,64,446,576,573,C6,C,6,2
20,3037,1569,51.6628251564,7.07966857871,142,9.2938177183,197,9.2938177183,197,8.81134480561,170,0.439133205864,4,6.96622052263,16,0.802871549795,1085,484,0.230225471129,2.0,3.62268961122,96,411,535,623,C6,C,6,2
21,2832,1466,51.7655367232,7.982946794,227,10.8206002729,353,10.8206002729,353,10.0791268758,283,0.487721691678,4,7.45225102319,16,0.793101531128,973,493,0.242232875759,2.4,4.48840381992,128,353,447,666,C6,C,6,2
22,2565,1331,51.8908382066,9.0015026296,300,12.5101427498,473,12.5101427498,473,11.4530428249,346,0.531930879039,4,7.92186326071,18,0.78447072789,853,478,0.253304807346,1.77777777778,5.4169797145,150,320,361,650,C6,C,6,2
23,2254,1143,50.7098491571,9.99475065617,447,14.2423447069,779,14.2423447069,779,12.8757655293,559,0.576552930884,4,8.14785651794,18,0.782350939217,706,437,0.261658721974,1.85714285714,6.41644794401,280,276,306,561,C6,C,6,2
24,1919,961,50.0781657113,11.1602497399,757,16.3475546306,1466,16.3475546306,1466,14.5192507804,974,0.597294484912,5,8.35691987514,20,0.785887986113,599,362,0.260433170953,2.10526315789,7.68574401665,624,249,227,485,C6,C,6,2
25,1580,785,49.6835443038,11.2585987261,416,16.8101910828,712,16.8101910828,712,14.8649681529,519,0.598726114649,6,8.4025477707,18,0.806594548181,516,269,0.24323499631,2.33333333333,8.24968152866,474,221,190,374,C6,C,6,2
26,1255,607,48.3665338645,11.9637561779,701,18.726523888,1448,18.726523888,1448,15.9703459638,938,0.599670510708,5,8.52553542009,20,0.812355053303,412,195,0.236397502128,2.33333333333,9.69686985173,626,159,162,286,C6,C,6,2
27,958,435,45.4070981211,11.7494252874,155,18.183908046,259,18.183908046,259,15.6528735632,203,0.613793103448,6,8.67126436782,20,0.814352639137,296,139,0.235089942473,1.90476190476,9.39310344828,134,102,121,212,C6,C,6,2
28,699,296,42.3462088698,12.0439189189,244,19.222972973,447,19.222972973,447,16.0439189189,326,0.594594594595,5,8.80405405405,20,0.812503395592,202,94,0.233209270982,1.93548387097,10.2432432432,198,73,71,152,C6,C,6,2
29,484,190,39.2561983471,11.4578947368,376,18.2157894737,793,18.2157894737,793,15.1,506,0.542105263158,6,8.9947368421,22,0.836503801811,134,56,0.210575826794,1.90476190476,9.34736842105,388,46,47,97,C6,C,6,2
30,315,111,35.2380952381,9.33333333333,92,14.009009009,164,14.009009009,164,12.2882882883,122,0.45045045045,5,8.85585585586,20,0.852875546554,83,28,0.18719696563,1.81818181818,7.4954954955,228,28,26,57,C6,C,6,2
31,190,62,32.6315789474,8.45161290323,101,11.935483871,145,11.935483871,145,10.7580645161,129,0.322580645161,4,8.16129032258,16,0.888726681944,51,11,0.14043278947,1.3,5.25806451613,104,22,8,32,C6,C,6,2
32,104,10,9.61538461539,2.0,3,2.0,3,2.0,3,2.0,3,0.0,0,3.8,6,1.0,10,0,0.0,0.0,0.0,0,5,5,0,C6,C,6,2
33,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
34,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
35,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
36,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
1,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
2,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
3,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
4,104,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
5,190,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
6,315,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
7,484,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
8,699,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
9,958,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
10,1255,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
11,1580,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
12,1919,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
13,2254,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
14,2565,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
15,2832,3,0.10593220339,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,8.0,8,1.0,3,0,0.0,0.0,0.0,0,3,0,0,C6,C,6,3
16,3037,4,0.13170892328,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,8.0,8,1.0,4,0,0.0,0.0,0.0,0,4,0,0,C6,C,6,3
17,3166,8,0.252684775742,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,8.25,10,1.0,8,0,0.0,0.0,0.0,0,8,0,0,C6,C,6,3
18,3210,8,0.249221183801,1.5,2,1.5,2,1.5,2,1.5,2,0.0,0,9.0,10,1.0,8,0,0.0,0.0,0.0,0,4,4,0,C6,C,6,3
19,3166,8,0.252684775742,1.375,4,1.375,4,1.375,4,1.375,4,0.0,0,9.25,12,1.0,8,0,0.0,0.0,0.0,0,7,1,0,C6,C,6,3
20,3037,19,0.625617385578,1.21052631579,2,1.21052631579,2,1.21052631579,2,1.21052631579,2,0.0,0,9.15789473684,12,1.0,19,0,0.0,0.0,0.0,0,15,4,0,C6,C,6,3
21,2832,23,0.812146892656,1.52173913043,3,1.52173913043,3,1.52173913043,3,1.52173913043,3,0.0,0,9.56521739131,12,1.0,23,0,0.0,0.0,0.0,0,13,10,0,C6,C,6,3
22,2565,24,0.93567251462,1.875,6,1.91666666667,7,1.91666666667,7,1.875,6,0.0,0,9.58333333333,12,1.0,24,0,0.0,0.0,0.0,0,15,6,3,C6,C,6,3
23,2254,26,1.15350488021,1.76923076923,10,1.84615384615,11,1.84615384615,11,1.76923076923,10,0.0,0,9.23076923077,12,1.0,26,0,0.0,0.0,0.0,0,22,2,2,C6,C,6,3
24,1919,31,1.61542470037,1.8064516129,17,1.83870967742,18,1.83870967742,18,1.8064516129,17,0.0,0,10.1290322581,14,1.0,31,0,0.0,0.0,0.0,0,21,9,1,C6,C,6,3
25,1580,23,1.45569620253,1.4347826087,2,1.4347826087,2,1.4347826087,2,1.4347826087,2,0.0,0,10.6086956522,12,1.0,23,0,0.0,0.0,0.0,0,13,10,0,C6,C,6,3
