ell,total,changed,percentage_changed,avg_support_size,max_support_size,avg_signed_mass_at_one,max_signed_mass_at_one,avg_abs_mass_at_one,max_abs_mass_at_one,avg_monomial_complexity,max_monomial_complexity,avg_max_abs_degree,max_max_abs_degree,avg_max_bruhat_depth,max_max_bruhat_depth,avg_degree_zero_ratio,degree_zero_only,genuinely_graded,avg_avg_abs_degree,max_avg_abs_degree,avg_weighted_abs_degree_mass,max_weighted_abs_degree_mass,mild,moderate,wild,type,family,rank,prime
26,1255,16,1.27490039841,1.75,4,1.75,4,1.75,4,1.75,4,0.0,0,10.75,14,1.0,16,0,0.0,0.0,0.0,0,8,8,0,C6,C,6,3
27,958,10,1.04384133612,1.5,4,1.5,4,1.5,4,1.5,4,0.0,0,9.8,12,1.0,10,0,0.0,0.0,0.0,0,7,3,0,C6,C,6,3
28,699,8,1.14449213162,1.25,2,1.25,2,1.25,2,1.25,2,0.0,0,9.5,12,1.0,8,0,0.0,0.0,0.0,0,6,2,0,C6,C,6,3
29,484,3,0.619834710744,1.66666666667,2,1.66666666667,2,1.66666666667,2,1.66666666667,2,0.0,0,10.0,12,1.0,3,0,0.0,0.0,0.0,0,1,2,0,C6,C,6,3
30,315,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
31,190,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
32,104,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
33,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
34,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
35,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
36,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,C6,C,6,3
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
1,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
2,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
3,16,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
4,23,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
5,28,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
6,30,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
7,28,1,3.57142857143,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,1,0,0.0,0.0,0.0,0,1,0,0,D4,D,4,2
8,23,2,8.69565217392,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,2,0,0.0,0.0,0.0,0,2,0,0,D4,D,4,2
9,16,1,6.25,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,1,0,0.0,0.0,0.0,0,1,0,0,D4,D,4,2
10,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
11,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
12,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D4,D,4,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
1,5,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
2,14,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
3,30,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
4,54,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
5,85,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
6,120,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
7,155,1,0.645161290323,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,1,0,0.0,0.0,0.0,0,1,0,0,D5,D,5,2
8,185,4,2.16216216216,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,4,0,0.0,0.0,0.0,0,4,0,0,D5,D,5,2
9,205,8,3.90243902439,1.125,2,1.125,2,1.125,2,1.125,2,0.0,0,4.25,6,1.0,8,0,0.0,0.0,0.0,0,7,1,0,D5,D,5,2
10,212,10,4.71698113208,1.2,2,1.2,2,1.2,2,1.2,2,0.0,0,4.4,6,1.0,10,0,0.0,0.0,0.0,0,8,2,0,D5,D,5,2
11,205,14,6.82926829268,1.42857142857,3,1.42857142857,3,1.42857142857,3,1.42857142857,3,0.0,0,4.42857142857,6,1.0,14,0,0.0,0.0,0.0,0,11,3,0,D5,D,5,2
12,185,14,7.56756756757,1.57142857143,4,1.57142857143,4,1.57142857143,4,1.57142857143,4,0.0,0,4.28571428572,6,1.0,14,0,0.0,0.0,0.0,0,10,4,0,D5,D,5,2
13,155,11,7.09677419355,2.09090909091,6,2.09090909091,6,2.09090909091,6,2.09090909091,6,0.0,0,5.27272727273,8,1.0,11,0,0.0,0.0,0.0,0,7,3,1,D5,D,5,2
14,120,8,6.66666666666,2.0,5,2.0,5,2.0,5,2.0,5,0.0,0,5.5,8,1.0,8,0,0.0,0.0,0.0,0,6,2,0,D5,D,5,2
15,85,9,10.5882352941,1.66666666667,7,1.66666666667,7,1.66666666667,7,1.66666666667,7,0.0,0,5.11111111111,8,1.0,9,0,0.0,0.0,0.0,0,8,0,1,D5,D,5,2
16,54,6,11.1111111111,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.66666666666,6,1.0,6,0,0.0,0.0,0.0,0,6,0,0,D5,D,5,2
17,30,2,6.66666666666,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.0,6,1.0,2,0,0.0,0.0,0.0,0,2,0,0,D5,D,5,2
18,14,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
19,5,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
20,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D5,D,5,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
1,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
2,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
3,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
4,104,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
5,190,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
6,314,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
7,478,1,0.209205020921,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,1,0,0.0,0.0,0.0,0,1,0,0,D6,D,6,2
8,679,5,0.736377025037,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,5,0,0.0,0.0,0.0,0,5,0,0,D6,D,6,2
9,908,14,1.54185022026,1.07142857143,2,1.07142857143,2,1.07142857143,2,1.07142857143,2,0.0,0,4.14285714286,6,1.0,14,0,0.0,0.0,0.0,0,13,1,0,D6,D,6,2
10,1151,28,2.43266724587,1.14285714286,2,1.14285714286,2,1.14285714286,2,1.14285714286,2,0.0,0,4.28571428572,6,1.0,28,0,0.0,0.0,0.0,0,24,4,0,D6,D,6,2
11,1390,51,3.6690647482,1.3137254902,3,1.3137254902,3,1.3137254902,3,1.3137254902,3,0.0,0,4.58823529412,8,1.0,51,0,0.0,0.0,0.0,0,39,12,0,D6,D,6,2
12,1605,79,4.92211838006,1.45569620253,4,1.45569620253,4,1.45569620253,4,1.45569620253,4,0.0,0,4.6582278481,8,1.0,79,0,0.0,0.0,0.0,0,57,22,0,D6,D,6,2
13,1776,109,6.13738738739,1.74311926606,6,1.74311926606,6,1.74311926606,6,1.74311926606,6,0.0,0,5.02752293578,8,1.0,109,0,0.0,0.0,0.0,0,65,43,1,D6,D,6,2
14,1886,131,6.94591728526,2.0534351145,7,2.0534351145,7,2.0534351145,7,2.0534351145,7,0.0,0,5.31297709924,8,1.0,131,0,0.0,0.0,0.0,0,71,54,6,D6,D,6,2
15,1924,152,7.90020790021,2.42763157895,11,2.42763157895,11,2.42763157895,11,2.42763157895,11,0.0,0,5.59210526316,10,1.0,152,0,0.0,0.0,0.0,0,84,55,13,D6,D,6,2
16,1886,171,9.06680805939,2.59649122807,17,2.60233918129,17,2.60233918129,17,2.60233918129,17,0.00584795321637,1,5.65497076023,10,0.994152046784,170,1,0.00584795321637,1.0,0.0116959064327,2,112,27,32,D6,D,6,2
17,1776,208,11.7117117117,2.65865384615,26,2.67307692308,26,2.67307692308,26,2.67307692308,26,0.0144230769231,1,5.9326923077,12,0.989926739927,205,3,0.0100732600733,1.0,0.0288461538462,2,148,37,23,D6,D,6,2
18,1605,206,12.8348909657,2.80582524272,26,2.84466019418,26,2.84466019418,26,2.84466019418,26,0.0388349514563,1,6.07766990292,12,0.973333333333,198,8,0.0266666666667,1.0,0.0776699029126,2,127,66,13,D6,D,6,2
19,1390,193,13.8848920863,3.12953367876,44,3.21243523316,45,3.21243523316,45,3.19689119171,45,0.0569948186529,1,6.41450777202,14,0.965671519039,182,11,0.0343284809606,1.0,0.134715025907,4,115,54,24,D6,D,6,2
20,1151,174,15.1172893136,3.08045977011,67,3.20114942529,72,3.20114942529,72,3.16666666667,69,0.0632183908046,1,6.48275862069,14,0.961535572083,163,11,0.0384644279168,1.0,0.172413793103,4,93,68,13,D6,D,6,2
21,908,131,14.4273127753,3.64885496183,116,3.76335877863,123,3.76335877863,123,3.74045801527,120,0.0534351145038,1,7.23664122137,16,0.966933531931,124,7,0.0330664680693,1.0,0.18320610687,8,51,70,10,D6,D,6,2
22,679,77,11.3402061856,4.01298701299,47,4.07792207792,51,4.07792207792,51,4.07792207792,51,0.025974025974,1,8.05194805194,13,0.984975808506,75,2,0.0150241914948,1.0,0.12987012987,8,23,35,19,D6,D,6,2
23,478,47,9.83263598326,4.38297872341,13,4.38297872341,13,4.38297872341,13,4.38297872341,13,0.0,0,8.25531914894,14,1.0,47,0,0.0,0.0,0.0,0,22,10,15,D6,D,6,2
24,314,34,10.8280254777,3.17647058823,18,3.17647058823,18,3.17647058823,18,3.17647058823,18,0.0,0,6.82352941176,14,1.0,34,0,0.0,0.0,0.0,0,26,4,4,D6,D,6,2
25,190,23,12.1052631579,2.52173913044,32,2.52173913044,32,2.52173913044,32,2.52173913044,32,0.0,0,6.0,16,1.0,23,0,0.0,0.0,0.0,0,21,1,1,D6,D,6,2
26,104,11,10.5769230769,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.45454545454,8,1.0,11,0,0.0,0.0,0.0,0,11,0,0,D6,D,6,2
27,50,3,6.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.0,8,1.0,3,0,0.0,0.0,0.0,0,3,0,0,D6,D,6,2
28,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
29,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
30,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
1,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
2,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
3,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
4,104,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
5,190,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
6,314,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
7,478,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
8,679,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
9,908,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
10,1151,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
11,1390,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
12,1605,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
13,1776,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
14,1886,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
15,1924,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
16,1886,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
17,1776,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
18,1605,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
19,1390,1,0.0719424460432,1.0,1,2.0,2,2.0,2,1.0,1,0.0,0,10.0,10,1.0,1,0,0.0,0.0,0.0,0,0,1,0,D6,D,6,3
20,1151,2,0.173761946134,1.0,1,2.0,2,2.0,2,1.0,1,0.0,0,10.0,10,1.0,2,0,0.0,0.0,0.0,0,0,2,0,D6,D,6,3
21,908,1,0.11013215859,1.0,1,2.0,2,2.0,2,1.0,1,0.0,0,10.0,10,1.0,1,0,0.0,0.0,0.0,0,0,1,0,D6,D,6,3
22,679,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
23,478,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
24,314,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
25,190,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
26,104,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
27,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
28,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
29,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
30,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,D6,D,6,3
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
1,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
2,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
3,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
4,105,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
5,195,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
6,329,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
7,514,1,0.194552529183,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,1,0,0.0,0.0,0.0,0,1,0,0,E6,E,6,2
8,754,6,0.79575596817,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,6,0,0.0,0.0,0.0,0,6,0,0,E6,E,6,2
9,1048,19,1.81297709924,1.1052631579,2,1.1052631579,2,1.1052631579,2,1.1052631579,2,0.0,0,4.21052631579,6,1.0,19,0,0.0,0.0,0.0,0,17,2,0,E6,E,6,2
10,1389,40,2.87976961843,1.2,2,1.2,2,1.2,2,1.2,2,0.0,0,4.4,6,1.0,40,0,0.0,0.0,0.0,0,32,8,0,E6,E,6,2
11,1765,73,4.13597733711,1.3698630137,4,1.3698630137,4,1.3698630137,4,1.3698630137,4,0.0,0,4.54794520548,8,1.0,73,0,0.0,0.0,0.0,0,54,19,0,E6,E,6,2
12,2159,118,5.46549328393,1.49152542373,4,1.49152542373,4,1.49152542373,4,1.49152542373,4,0.0,0,4.57627118644,8,1.0,118,0,0.0,0.0,0.0,0,84,34,0,E6,E,6,2
13,2549,201,7.88544527266,1.69154228856,6,1.69154228856,6,1.69154228856,6,1.69154228856,6,0.0,0,5.02487562189,10,1.0,201,0,0.0,0.0,0.0,0,138,56,7,E6,E,6,2
14,2911,258,8.86293369975,2.0,9,2.0,9,2.0,9,2.0,9,0.0,0,5.3023255814,10,1.0,258,0,0.0,0.0,0.0,0,152,88,18,E6,E,6,2
15,3222,347,10.7697082557,2.51008645533,16,2.51008645533,16,2.51008645533,16,2.51008645533,16,0.0,0,5.83285302594,10,1.0,347,0,0.0,0.0,0.0,0,206,113,28,E6,E,6,2
16,3461,436,12.597515169,2.69724770642,19,2.69724770642,19,2.69724770642,19,2.69724770642,19,0.0,0,5.93577981651,10,1.0,436,0,0.0,0.0,0.0,0,252,134,50,E6,E,6,2
17,3611,516,14.2896704514,3.30620155039,33,3.31201550388,33,3.31201550388,33,3.30620155039,33,0.0,0,6.46511627907,12,1.0,516,0,0.0,0.0,0.0,0,270,169,77,E6,E,6,2
18,3662,562,15.3468050246,3.67259786477,52,3.69039145907,55,3.69039145907,55,3.67259786477,52,0.0,0,6.38434163701,12,1.0,562,0,0.0,0.0,0.0,0,324,92,146,E6,E,6,2
19,3611,657,18.1944059817,3.93302891933,90,3.98325722983,93,3.98325722983,93,3.93302891933,90,0.0,0,6.67275494673,14,1.0,657,0,0.0,0.0,0.0,0,401,141,115,E6,E,6,2
20,3461,720,20.8032360589,4.09166666667,138,4.19444444445,143,4.19444444445,143,4.10833333333,138,0.0111111111111,1,6.80555555555,14,0.996527777777,712,8,0.00347222222222,0.5,0.0333333333334,4,420,230,70,E6,E,6,2
21,3222,792,24.5810055866,4.25757575758,218,4.45454545454,232,4.45454545454,232,4.29292929293,218,0.0252525252525,1,7.37878787878,16,0.995345949828,772,20,0.00465405017226,0.5,0.070707070707,4,433,289,70,E6,E,6,2
22,2911,781,26.8292682927,4.13700384123,74,4.40845070423,87,4.40845070423,87,4.20870678617,78,0.0409731113957,1,7.6747759283,15,0.992326830751,749,32,0.00767316924855,0.571428571428,0.143405889885,8,396,283,102,E6,E,6,2
23,2549,726,28.481757552,4.72314049587,120,5.08953168044,145,5.08953168044,145,4.80578512396,124,0.0440771349863,1,8.44903581268,16,0.990867314039,694,32,0.00913268596153,0.333333333333,0.165289256198,8,352,250,124,E6,E,6,2
24,2159,583,27.0032422418,5.30531732419,184,5.69639794168,224,5.69639794168,224,5.45626072041,189,0.0617495711836,1,8.84391080617,17,0.986293680423,547,36,0.0137063195776,0.4,0.301886792453,10,234,210,139,E6,E,6,2
25,1765,451,25.552407932,6.30820399113,312,6.80709534368,377,6.80709534368,377,6.52993348115,318,0.0709534368071,2,9.20177383591,18,0.986007052586,421,30,0.0142790499827,0.4,0.443458980044,12,215,125,111,E6,E,6,2
26,1389,336,24.1900647948,5.71428571428,46,6.10119047619,54,6.10119047619,54,6.04761904762,54,0.0595238095238,2,8.64285714286,16,0.987327196561,320,16,0.0131396568474,0.352941176471,0.666666666667,18,178,80,78,E6,E,6,2
27,1048,246,23.4732824427,6.16260162602,73,6.77642276423,97,6.77642276423,97,6.60162601626,90,0.0487804878049,2,8.17073170732,20,0.99151743951,239,7,0.00932606311184,0.350515463917,0.878048780488,34,147,62,37,E6,E,6,2
28,754,159,21.0875331565,6.00628930818,128,6.65408805032,179,6.65408805032,179,6.38993710692,158,0.0314465408805,2,8.40880503145,20,0.993201222726,156,3,0.00736095007203,0.5,0.767295597484,60,76,65,18,E6,E,6,2
29,514,92,17.8988326848,7.17391304348,241,8.29347826086,336,8.29347826086,336,7.8152173913,298,0.0434782608696,2,8.56521739131,20,0.991394927535,89,3,0.00912267080746,0.339285714286,1.28260869565,114,51,26,15,E6,E,6,2
30,329,57,17.3252279635,3.0350877193,13,3.05263157895,14,3.05263157895,14,3.05263157895,14,0.0175438596491,1,7.31578947369,14,0.997493734336,56,1,0.00250626566416,0.142857142857,0.0350877192982,2,44,4,9,E6,E,6,2
31,195,41,21.0256410257,2.36585365854,23,2.36585365854,23,2.36585365854,23,2.36585365854,23,0.0,0,6.82926829268,16,1.0,41,0,0.0,0.0,0.0,0,37,0,4,E6,E,6,2
32,105,20,19.0476190476,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.4,10,1.0,20,0,0.0,0.0,0.0,0,20,0,0,E6,E,6,2
33,50,5,10.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.8,10,1.0,5,0,0.0,0.0,0.0,0,5,0,0,E6,E,6,2
34,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
35,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
36,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
1,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
2,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
3,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
4,105,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
5,195,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
6,329,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
